method,method_label,candidate_id,parameters,delay,cagr,post_2008_cagr,volatility,max_drawdown,dotcom_max_drawdown,trailing_252_return,return_2026_ytd,ending_value_1000,average_tqqq_weight,weight_changes,total_turnover
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",1,0.3581297125221967,0.4117902051619795,0.501107093038264,-0.717076466596358,-0.6965502894797945,0.53646402717287,0.0503564299159065,10634556.584620869,0.7507542962088417,184,189.10321695139635
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",0,0.30647393625508834,0.4392262827000557,0.5106891960567163,-0.9275236082587017,-0.9275236082587016,0.535724349918534,0.015829543454872974,3285713.0472912635,0.761248852157943,202,206.95446655626375
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",1,0.3533668253070019,0.4146922525903931,0.5131312191637597,-0.7752999027052531,-0.7752999027052532,0.5437160852835909,0.0503564299159065,9561059.487857534,0.7611176702085793,202,206.93138492376596
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",0,0.36571962717684126,0.4365578787118134,0.48347398776114636,-0.6312311211322221,-0.6312311211322222,0.46504862416257975,0.015829543454872974,12590094.383115137,0.733044733044733,154,159.44630473961612
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",1,0.39554418413337866,0.4507939745221472,0.48616112306730164,-0.6255675002945713,-0.4570563769127687,0.510654033459178,0.0503564299159065,24221775.28186538,0.7329135510953693,154,159.42117209958647
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",0,0.34541000205239736,0.420968733218565,0.4997328350661893,-0.7340807708469449,-0.7340807708469452,0.492971682253732,0.015829543454872974,7997209.988435517,0.7519349337531156,188,193.10389847698013
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",1,0.35919528501185605,0.41362458822825077,0.5019212082507598,-0.7184048349294818,-0.6965502894797945,0.53646402717287,0.0503564299159065,10890209.685641516,0.7518037518037518,188,193.07094907172734
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",0,0.30054791492174715,0.42843404787102957,0.5115962685097304,-0.9275236082587017,-0.9275236082587016,0.535724349918534,0.015829543454872974,2863032.8123210464,0.7625606716515807,206,210.92009730692794
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",1,0.35467766363719533,0.4169615942278677,0.5143616819357186,-0.7752999027052531,-0.7752999027052532,0.5437160852835909,0.0503564299159065,9845573.76030667,0.762429489702217,206,210.88710622621295
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",0,0.386468025779354,0.40834282551867185,0.4808278718634749,-0.610324659229492,-0.3668591879576064,0.46504862416257975,0.015829543454872974,19878047.44369793,0.7253049980322708,112,117.57360347733676
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",1,0.3800455653874253,0.38840868722542576,0.4837971186354667,-0.6427873212582957,-0.35923347783905224,0.510654033459178,0.0503564299159065,17270187.681056928,0.725173816082907,112,117.57254351637067
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",0,0.4025891789809817,0.42432729133691005,0.49895757765843934,-0.6084370980582794,-0.527891838582298,0.492971682253732,0.015829543454872974,28212773.616372466,0.7428833792470156,130,135.27647750947276
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",1,0.36655356645008164,0.39569422887392647,0.5001514310640692,-0.6615895071572327,-0.5761626371456587,0.53646402717287,0.0503564299159065,12825047.980496148,0.7427521972976519,130,135.28851721897422
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",0,0.3569247050701856,0.4292076421169806,0.510689611790075,-0.8552222127497879,-0.8552222127497876,0.535724349918534,0.015829543454872974,10352441.062839162,0.7532467532467533,140,145.10623348048142
