method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements,passes_original_hard_requirements,solves_2026,passes_all_requirements,tqqq_2026_capture_ratio,keeps_full_max_drawdown_near_60pct,strong_2026_solution
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_1_floor_0.08,"{""confirmation_days"": 1, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.08}",0.3714128848112088,0.3769181266932513,0.3435175532296879,0.6313832931502643,0.13116200960770108,0.4760692952638716,-0.7745589845894527,-0.4104968137334749,0.7238619965892693,0.7239931785386331,221.59728997639036,221.62676648674636,0.3714128848112088,0.3824233685752938,0.011010483764084977,True,True,True,True,1.1588760317812212,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_1_floor_0.10,"{""confirmation_days"": 1, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.1}",0.3706165383058906,0.3787311788471961,0.35064094413926505,0.6313832931502643,0.13116200960770108,0.47661918967116695,-0.759172191170603,-0.4104968137334749,0.7247802702348157,0.7249114521841794,221.58040277474007,221.60461654597694,0.3706165383058906,0.3868458193885016,0.016229281082611013,True,True,True,True,1.1588760317812212,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_2_floor_0.05,"{""confirmation_days"": 2, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.05}",0.39348418338448954,0.39859540781712677,0.40239614503264565,0.6245318057162845,0.12641135270986203,0.4662489758734616,-0.6314047927248568,-0.3707790080622211,0.7075954348681621,0.7077266168175259,159.9384922268342,159.95671122792106,0.39348418338448954,0.403706632249764,0.010222448865274458,True,True,True,True,1.116901816605743,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_2_floor_0.08,"{""confirmation_days"": 2, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.08}",0.37672114098474974,0.38121042873391864,0.37727036475786124,0.6245318057162845,0.12641135270986203,0.4692485258804912,-0.6847372647314356,-0.3707790080622211,0.7117932572478027,0.7119244391971665,167.84579891593134,167.85901731592833,0.37672114098474974,0.38569971648308754,0.008978575498337804,True,True,True,True,1.116901816605743,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_2_floor_0.10,"{""confirmation_days"": 2, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.1}",0.3790555868585841,0.3825994203992029,0.37800031353248276,0.6245318057162845,0.12641135270986203,0.4698076955749868,-0.6580126753111608,-0.3707790080622211,0.712711530893349,0.7128427128427128,171.82549366189085,171.8459247958659,0.3790555868585841,0.38614325393982174,0.0070876670812376474,True,True,True,True,1.116901816605743,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_3_floor_0.05,"{""confirmation_days"": 3, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.05}",0.3878017893481811,0.39672447204630634,0.3954486801633996,0.5957170369484981,0.10643188382440472,0.46209627002748366,-0.544445834949898,-0.3723179489830678,0.6995933359569724,0.699724517906336,132.11526649380065,132.11845907309674,0.3878017893481811,0.4056471547444316,0.01784536539625048,True,True,True,True,0.9403741186211909,True,True
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_3_floor_0.08,"{""confirmation_days"": 3, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.08}",0.3826159320889635,0.38410677738538057,0.3878177078650682,0.5957170369484981,0.10643188382440472,0.4644927023625366,-0.604074418746224,-0.38047292238961716,0.7032664305391578,0.7033976124885216,144.03259119866212,144.03310989077602,0.3826159320889635,0.38559762268179765,0.002981690592834152,True,True,True,True,0.9403741186211909,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_3_floor_0.10,"{""confirmation_days"": 3, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.1}",0.38305074091682934,0.38678581084534447,0.38854037853812495,0.5957170369484981,0.10643188382440472,0.4649176791828633,-0.6311138047637237,-0.38047292238961716,0.7039223402859767,0.7040535222353405,146.01391365042633,146.0194649039532,0.38305074091682934,0.3905208807738596,0.007470139857030267,True,True,True,True,0.9403741186211909,False,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_4_floor_0.05,"{""confirmation_days"": 4, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.05}",0.39778604479866253,0.3995510038136215,0.4031469575415578,0.5328691900415947,0.06580260888283984,0.4592689802660696,-0.5817104485398918,-0.3707790080622211,0.6936901482356028,0.6938213301849665,120.22500988732665,120.23441076932215,0.39778604479866253,0.4013159628285805,0.0035299180299179778,True,True,True,True,0.5813959887552668,True,True
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_4_floor_0.08,"{""confirmation_days"": 4, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.08}",0.3942966282347413,0.3998709924804037,0.4025943676588557,0.5328691900415947,0.06580260888283984,0.460869698295152,-0.5843261806598669,-0.3707790080622211,0.6965761511216056,0.6967073330709694,126.16323419325406,126.17001607442762,0.3942966282347413,0.4054453567260661,0.011148728491324755,True,True,True,True,0.5813959887552668,True,True
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_4_floor_0.10,"{""confirmation_days"": 4, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.1}",0.3968337431030313,0.4010744373985654,0.40682244007513657,0.5328691900415947,0.06580260888283984,0.46136946952068447,-0.5843261806598669,-0.3707790080622211,0.6971008789190607,0.6972320608684245,126.14718753886905,126.15624122177576,0.3968337431030313,0.4053151316940995,0.008481388591068173,True,True,True,True,0.5813959887552668,True,True
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_5_floor_0.05,"{""confirmation_days"": 5, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.05}",0.4043947305686415,0.40850263509782325,0.4065224033265722,0.46504862416257975,0.015829543454872974,0.4569652010999065,-0.48276786540960537,-0.3707790080622211,0.6887052341597796,0.6888364161091434,112.31934928707568,112.32344899677008,0.4043947305686415,0.412610539627005,0.008215809058363499,True,True,True,True,0.13986121864676365,True,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_5_floor_0.08,"{""confirmation_days"": 5, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.08}",0.4071296819240995,0.40954798854666596,0.4120692674325872,0.46504862416257975,0.015829543454872974,0.4582096028842036,-0.4827678654096048,-0.3707790080622211,0.6911976911976911,0.6913288731470549,114.26654653018623,114.26699938953715,0.4071296819240995,0.41196629516923244,0.004836613245132959,True,True,True,True,0.13986121864676365,True,False
