ma_window,vol_window,vol_threshold,tolerance,min_delay_cagr,mean_delay_cagr,worst_max_drawdown,worst_dotcom_drawdown
165,39,0.31,0.03,0.39291518164757666,0.40564194117542207,-0.6047313813609771,-0.2310135761888067
153,42,0.31,0.03,0.3928839095242074,0.3994912598894119,-0.6047313813609774,-0.23101357618880647
144,45,0.32,0.03,0.3928668207516264,0.3945842816715316,-0.5986999094008929,-0.3392857563953484
145,45,0.32,0.03,0.3928668207516264,0.3945842816715316,-0.5986999094008929,-0.3392857563953484
146,45,0.32,0.03,0.3928668207516264,0.3945842816715316,-0.5986999094008929,-0.3392857563953484
147,47,0.34,0.03,0.39267300073950406,0.39680376529278183,-0.5986999094008927,-0.33154928761238545
148,47,0.34,0.03,0.39267300073950406,0.39680376529278183,-0.5986999094008927,-0.33154928761238545
133,38,0.31,0.04,0.39263271966517754,0.3961574144469677,-0.5434282273265442,-0.23101357618880647
152,47,0.32,0.03,0.3925915450675328,0.396079995094912,-0.5986999094008927,-0.3392857563953482
147,51,0.34,0.03,0.39257054277185355,0.39385269904102216,-0.5986999094008927,-0.33154928761238545
148,51,0.34,0.03,0.39257054277185355,0.39385269904102216,-0.5986999094008927,-0.33154928761238545
154,45,0.32,0.03,0.3925695286449802,0.3977622716455528,-0.6047313813609774,-0.3392857563953484
164,38,0.31,0.02,0.3925466738209875,0.3961948256311335,-0.5686347421536153,-0.2310135761888069
158,39,0.31,0.03,0.3925106959808784,0.39587227243217626,-0.6047313813609774,-0.2310135761888067
154,39,0.32,0.03,0.3925105975581964,0.39435538005973636,-0.6047313813609769,-0.2310135761888058
145,41,0.31,0.02,0.39245419530051673,0.39476782319014403,-0.5200765156231952,-0.23101357618880636
147,50,0.34,0.03,0.3923478491291943,0.3998499933166344,-0.5986999094008927,-0.33154928761238545
148,50,0.34,0.03,0.3923478491291943,0.3998499933166344,-0.5986999094008927,-0.33154928761238545
144,40,0.31,0.03,0.3922553457909044,0.3980255853257789,-0.5986999094008927,-0.23117217122010758
145,40,0.31,0.03,0.3922553457909044,0.3980255853257789,-0.5986999094008927,-0.23117217122010758
146,40,0.31,0.03,0.3922553457909044,0.3980255853257789,-0.5986999094008927,-0.23117217122010758
144,46,0.32,0.03,0.3922395119837203,0.39281571270369575,-0.5986999094008922,-0.3392857563953483
145,46,0.32,0.03,0.3922395119837203,0.39281571270369575,-0.5986999094008922,-0.3392857563953483
146,46,0.32,0.03,0.3922395119837203,0.39281571270369575,-0.5986999094008922,-0.3392857563953483
153,40,0.32,0.03,0.3922393009313987,0.39848016214566395,-0.6047313813609769,-0.3707790080622205
