tqqq_drop_exit_pct,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share
66.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
66.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
67.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
67.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
68.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
68.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
69.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
69.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
70.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
70.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
71.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
71.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
72.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
72.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
73.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
73.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
74.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
74.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
75.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
75.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
76.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
76.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
77.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
77.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
78.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
78.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
79.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
79.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
80.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
