signal,start,signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,below_regime_share,wait_regime_share
TQQQ,2010-02-12,160,72.0,0.2833515928911512,0.459503603875497,-0.6300924648890707,56.161455863322125,0.019169329073482427,0.2226591300073728
TQQQ,2010-02-12,160,72.5,0.2833515928911512,0.459503603875497,-0.6300924648890707,56.161455863322125,0.019169329073482427,0.2226591300073728
TQQQ,2010-02-12,160,73.0,0.2833515928911512,0.459503603875497,-0.6300924648890707,56.161455863322125,0.019169329073482427,0.2226591300073728
TQQQ,2010-02-12,160,73.5,0.2840116781585891,0.45950190646583444,-0.6270083734352905,56.62970008551132,0.018923568444335216,0.22290489063652003
TQQQ,2010-02-12,160,74.0,0.2902785809811206,0.4602690826819567,-0.5997657808681217,61.261405101549414,0.01867780781518801,0.22315065126566724
TQQQ,2010-02-12,160,74.5,0.2902785809811206,0.4602690826819567,-0.5997657808681217,61.261405101549414,0.01867780781518801,0.22315065126566724
TQQQ,2010-02-12,160,75.0,0.2902785809811206,0.4602690826819567,-0.5997657808681217,61.261405101549414,0.01867780781518801,0.22315065126566724
TQQQ,2010-02-12,160,75.5,0.2902785809811206,0.4602690826819567,-0.5997657808681217,61.261405101549414,0.01867780781518801,0.22315065126566724
TQQQ,2010-02-12,160,76.0,0.2902785809811206,0.4602690826819567,-0.5997657808681217,61.261405101549414,0.01867780781518801,0.22315065126566724
TQQQ,2010-02-12,160,76.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,77.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,77.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,78.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,78.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,79.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,79.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,80.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,80.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,81.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,81.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,82.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,82.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,83.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
