Date,gspc_open,gspc_close_sma160_prev,signal_below_prev_close_sma_open,tqqq_open,tqqq_peak_open,tqqq_drawdown_from_peak,target_regime_at_open,overnight_regime,close_to_open_return,open_to_close_return,strategy_return,strategy_equity
2010-04-01,1171.22998046875,1089.608185195923,False,0.2790744652516145,3.812193671690078,-0.9267942582969844,above,above,0.0111464880808807,-0.0129797905391823,-0.00197798153883888,1.3367873541876778
2010-04-05,1178.7099609375,1090.6849975585938,False,0.2774615473895696,3.812193671690078,-0.9272173527147792,above,above,0.00729495244641,0.021461122636273,0.028912632951761275,1.3754373962938622
2010-04-06,1186.010009765625,1091.7769348144532,False,0.2812571955398377,3.812193671690078,-0.9262216928724016,above,above,-0.0076177306356983,0.0153518178772134,0.007617141228158264,1.3859142971919227
2010-04-07,1188.22998046875,1092.9353717803956,False,0.2846070697167064,3.812193671690078,-0.9253429667463536,above,above,-0.0033894250179635,-0.0022662710901585,-0.005648014752191566,1.3780866327961094
2010-04-08,1181.75,1094.20237159729,False,0.2810837925093422,3.812193671690078,-0.92626717928926,above,above,-0.010136143899023,0.0138597878867772,0.0035831591833239695,1.3830245365698288
2010-04-09,1187.469970703125,1095.4321838378905,False,0.285921805492033,3.812193671690078,-0.924998090308126,above,above,0.0033063819001817,0.0146649110574876,0.018019780754157777,1.4079463354964379
2010-04-12,1194.93994140625,1096.669121170044,False,0.2911075866955647,3.812193671690078,-0.9236377761031993,above,above,0.0034219670169517,0.0005956621515859,0.004019667504773672,1.4136058116296981
2010-04-13,1195.93994140625,1097.8510585784911,False,0.2903387684031547,3.812193671690078,-0.9238394495643666,above,above,-0.0032347461768886,0.0183730127140531,0.015078834504529848,1.434921339717904
2010-04-14,1198.68994140625,1098.9208713531493,False,0.2998909400037151,3.812193671690078,-0.9213337606033108,above,above,0.01426498647233,0.0206820924551265,0.035242108696548424,1.4854909935432392
2010-04-15,1210.77001953125,1100.0776218414308,False,0.3057712315459674,3.812193671690078,-0.919791265114186,above,above,-0.0010522301290923,0.0144420614488471,0.013374634947572295,1.5053588932997866
2010-04-16,1210.1700439453125,1101.225559616089,False,0.306911742306367,3.812193671690078,-0.9194920907126153,above,above,-0.010559611006275,-0.0253030398488971,-0.03559546059709151,1.4517749501288528
2010-04-19,1192.06005859375,1102.2506221771241,False,0.2963429673345857,3.812193671690078,-0.9222644511648836,above,above,-0.0093699246091264,0.007870295581861,-0.0015733731035190157,1.4494907664699574
