Date,signal_source,signal_price,signal_sma,signal_below_sma,drawdown_trigger,target_regime,realized_regime,strategy_return,strategy_equity,tecl_buy_hold_return,tecl_buy_hold_equity
1992-10-09,TECH_UNDERLIER,1.5022445756729779,1.519958210649534,True,False,cash_wait,cash_wait,0.0,1.0559756011226142,-0.015154701683892165,1.0690315809602857
1992-10-12,TECH_UNDERLIER,1.5175507493696536,1.5192119381434581,True,False,cash_wait,cash_wait,0.0,1.0559756011226142,0.030171639775801864,1.1012860167299754
1992-10-13,TECH_UNDERLIER,1.5206067602003461,1.5182608319292326,False,False,above,cash_wait,0.0,1.0559756011226142,0.005638883507043935,1.1074960402862521
1992-10-14,TECH_UNDERLIER,1.519297220065795,1.5173015410891657,False,False,above,above,0.005638883507043935,1.0619301245236255,-0.0029910277256941743,1.1041834889236595
1992-10-15,TECH_UNDERLIER,1.5249706363767699,1.51641202150322,False,False,above,above,-0.0029910277256941743,1.0587538620784254,0.01079651867086756,1.1161048265778875
1992-10-16,TECH_UNDERLIER,1.5371811647353884,1.5155546718955706,False,False,above,above,0.01079651867086756,1.0701847179182082,0.023616228107322244,1.142463012754034
1992-10-19,TECH_UNDERLIER,1.5637432039053147,1.5148633350327327,False,False,above,above,0.023616228107322244,1.095458444333535,0.05142544269179801,1.2012146789439155
1992-10-20,TECH_UNDERLIER,1.5594024271788482,1.5142036815874882,False,False,above,above,0.05142544269179801,1.1517928797838553,-0.008747577896037181,1.1907069599699904
1992-10-21,TECH_UNDERLIER,1.5654825015872287,1.5137537502635456,False,False,above,above,-0.008747577896037181,1.141717481847845,0.011289491039351127,1.2041494355250646
1992-10-22,TECH_UNDERLIER,1.5611430624173883,1.5134095836182768,False,False,above,above,0.011289491039351127,1.1546068911286367,-0.008722043057485529,1.193646792300768
1992-10-23,TECH_UNDERLIER,1.5541959729527035,1.5130219976638537,False,False,above,above,-0.008722043057485529,1.1445363601097434,-0.013758693030901666,1.1772237724981813
1992-10-26,TECH_UNDERLIER,1.557237993912571,1.512493068683157,False,False,above,above,-0.013758693030901666,1.128789035668288,0.005460704835112721,1.1836522440446717
1992-10-27,TECH_UNDERLIER,1.5507216787753333,1.5120488648857884,False,False,above,above,0.005460704835112721,1.134953019413184,-0.012962289204793568,1.1683094013394617
1992-10-28,TECH_UNDERLIER,1.5759369806258245,1.511818960782251,False,False,above,above,-0.012962289204793568,1.1202414301416967,0.04837241001344505,1.2248233427236166
1992-10-29,TECH_UNDERLIER,1.5915408428477142,1.5116174734757544,False,False,above,above,0.04837241001344505,1.174430207914559,0.029292789183002467,1.2607018346884398
1992-10-30,TECH_UNDERLIER,1.587646869964628,1.5114039762239502,False,False,above,above,0.029292789183002467,1.2088325444051498,-0.007752434785628294,1.2509283259308956
1992-11-02,TECH_UNDERLIER,1.5989007951889285,1.511122741847558,False,False,above,above,-0.007752434785628294,1.1994611489379037,0.020846627595853096,1.2770059628906811
1992-11-03,TECH_UNDERLIER,1.5919844225232644,1.5107687703366195,False,False,above,above,0.020846627595853096,1.2244658688255063,-0.013398273769428438,1.259896287394679
1992-11-04,TECH_UNDERLIER,1.5854951199885132,1.5103545749035892,False,False,above,above,-0.013398273769428438,1.208060139893661,-0.012648617326918599,1.2439603413838183
1992-11-05,TECH_UNDERLIER,1.6101735894303166,1.510148677338903,False,False,above,above,-0.012648617326918599,1.1927798494762423,0.04627678486195623,1.3015268264788429
1992-11-06,TECH_UNDERLIER,1.6209659706310673,1.510071721852911,False,False,above,above,0.04627678486195623,1.2479778659581309,0.01968295771977017,1.3271447239755725
1992-11-09,TECH_UNDERLIER,1.6321764510264634,1.5101559394713613,False,False,above,above,0.01968295771977017,1.2725417615289938,0.020317887240773987,1.354109500829496
1992-11-10,TECH_UNDERLIER,1.6485396870712816,1.5102955604089945,False,False,above,above,0.020317887240773987,1.2983971215489156,0.02964883042922554,1.394257263802193
1992-11-11,TECH_UNDERLIER,1.6588549831433481,1.5106179444646324,False,False,above,above,0.02964883042922554,1.336893077635514,0.018344301667796974,1.4198339396518975
1992-11-12,TECH_UNDERLIER,1.6575668468516578,1.5112113687294562,False,False,above,above,0.018344301667796974,1.361417447549249,-0.0027544653577647954,1.4159230562513476
1992-11-13,TECH_UNDERLIER,1.6562791759925655,1.51186876146758,False,False,above,above,-0.0027544653577647954,1.357667470352518,-0.0027579277668792796,1.4120180427387474
1992-11-16,TECH_UNDERLIER,1.6532731536973444,1.5124800090666213,False,False,above,above,-0.0027579277668792796,1.353923121537844,-0.005880900914707912,1.403714104539621
1992-11-17,TECH_UNDERLIER,1.6309352763511946,1.5129069088805613,False,False,above,above,-0.005880900914707912,1.345960833813948,-0.040972534806640315,1.3462003795327995
